guest_id,country_of_origin,total_bookings_lifetime,total_cancellations_lifetime,cancellation_ratio
G_00667,Australia,3.0,0.0,0.0
G_00668,USA,1.0,0.0,0.0
G_00669,Thailand,1.0,1.0,1.0
G_00670,Thailand,4.0,0.0,0.0
G_00671,UK,3.0,1.0,0.33
G_00672,UK,3.0,1.0,0.33
G_00673,China,0.0,0.0,0.0
G_00674,Australia,2.0,0.0,0.0
G_00675,Thailand,2.0,0.0,0.0
G_00676,China,3.0,2.0,0.67
G_00677,Thailand,3.0,0.0,0.0
G_00678,Australia,1.0,0.0,0.0
G_00679,Japan,4.0,0.0,0.0
G_00680,UK,3.0,0.0,0.0
G_00681,China,1.0,0.0,0.0
G_00682,Thailand,2.0,0.0,0.0
G_00683,USA,1.0,1.0,1.0
G_00684,Japan,3.0,0.0,0.0
G_00685,USA,4.0,1.0,0.25
G_00686,Thailand,1.0,1.0,1.0
G_00687,USA,7.0,2.0,0.29
G_00688,Japan,1.0,0.0,0.0
G_00689,Thailand,1.0,0.0,0.0
G_00690,Thailand,0.0,0.0,0.0
G_00691,China,1.0,0.0,0.0
G_00692,Japan,3.0,1.0,0.33
G_00693,Thailand,1.0,0.0,0.0
G_00694,Thailand,3.0,0.0,0.0
G_00695,Thailand,2.0,0.0,0.0
G_00696,Thailand,2.0,2.0,1.0
G_00697,USA,1.0,1.0,1.0
G_00698,China,1.0,0.0,0.0
G_00699,China,1.0,0.0,0.0
G_00700,China,2.0,1.0,0.5
G_00701,Thailand,0.0,0.0,0.0
G_00702,Japan,1.0,1.0,1.0
G_00703,USA,3.0,1.0,0.33
G_00704,Germany,1.0,0.0,0.0
G_00705,China,3.0,1.0,0.33
G_00706,Thailand,1.0,0.0,0.0
G_00707,China,1.0,0.0,0.0
G_00708,Thailand,1.0,0.0,0.0
G_00709,China,4.0,0.0,0.0
G_00710,Thailand,1.0,0.0,0.0
G_00711,Thailand,4.0,1.0,0.25
G_00712,Australia,1.0,1.0,1.0
G_00713,Thailand,1.0,0.0,0.0
G_00714,Japan,1.0,0.0,0.0
G_00715,Thailand,4.0,0.0,0.0
G_00716,China,1.0,1.0,1.0
G_00717,China,1.0,0.0,0.0
G_00718,UK,1.0,0.0,0.0
G_00719,Thailand,1.0,1.0,1.0
G_00720,Thailand,1.0,0.0,0.0
G_00721,Thailand,0.0,0.0,0.0
G_00722,Thailand,3.0,0.0,0.0
G_00723,China,0.0,0.0,0.0
G_00724,Germany,2.0,0.0,0.0
G_00725,Australia,1.0,0.0,0.0
G_00726,Japan,0.0,0.0,0.0
G_00727,Japan,3.0,0.0,0.0
G_00728,China,4.0,0.0,0.0
G_00729,Thailand,1.0,0.0,0.0
G_00730,Germany,0.0,0.0,0.0
G_00731,China,3.0,3.0,1.0
G_00732,UK,3.0,0.0,0.0
G_00733,Thailand,0.0,0.0,0.0
G_00734,USA,2.0,0.0,0.0
G_00735,USA,0.0,0.0,0.0
G_00736,Australia,2.0,0.0,0.0
G_00737,UK,0.0,0.0,0.0
G_00738,Thailand,2.0,0.0,0.0
G_00739,Germany,2.0,0.0,0.0
G_00740,Thailand,3.0,0.0,0.0
G_00741,USA,2.0,0.0,0.0
G_00742,Thailand,3.0,1.0,0.33
G_00743,China,1.0,0.0,0.0
G_00744,Germany,0.0,0.0,0.0
G_00745,Thailand,0.0,0.0,0.0
G_00746,Australia,0.0,0.0,0.0
G_00747,Thailand,6.0,1.0,0.17
G_00748,Germany,3.0,0.0,0.0
G_00749,Japan,1.0,0.0,0.0
G_00750,Japan,1.0,0.0,0.0
G_00751,Thailand,1.0,0.0,0.0
G_00752,Germany,1.0,0.0,0.0
G_00753,China,2.0,0.0,0.0
G_00754,Thailand,2.0,0.0,0.0
G_00755,Japan,1.0,0.0,0.0
G_00756,Thailand,3.0,0.0,0.0
G_00757,Australia,0.0,0.0,0.0
G_00758,Thailand,2.0,1.0,0.5
G_00759,China,0.0,0.0,0.0
G_00760,UK,3.0,1.0,0.33
G_00761,Thailand,3.0,0.0,0.0
G_00762,Thailand,1.0,1.0,1.0
G_00763,Thailand,4.0,0.0,0.0
G_00764,USA,2.0,1.0,0.5
G_00765,Thailand,1.0,1.0,1.0
G_00766,UK,3.0,0.0,0.0
G_00767,Thailand,1.0,0.0,0.0
G_00768,Thailand,0.0,0.0,0.0
G_00769,China,1.0,0.0,0.0
G_00770,Thailand,1.0,0.0,0.0
G_00771,Germany,4.0,0.0,0.0
G_00772,Australia,4.0,0.0,0.0
G_00773,China,1.0,0.0,0.0
G_00774,UK,0.0,0.0,0.0
G_00775,Australia,2.0,0.0,0.0
G_00776,Thailand,2.0,1.0,0.5
G_00777,Thailand,1.0,1.0,1.0
G_00778,Thailand,1.0,0.0,0.0
G_00779,Japan,1.0,0.0,0.0
G_00780,Thailand,1.0,1.0,1.0
G_00781,UK,6.0,2.0,0.33
G_00782,Germany,1.0,0.0,0.0
G_00783,Australia,4.0,1.0,0.25
G_00784,UK,3.0,0.0,0.0
G_00785,Thailand,1.0,0.0,0.0
G_00786,Japan,3.0,0.0,0.0
G_00787,UK,4.0,1.0,0.25
G_00788,Thailand,2.0,0.0,0.0
G_00789,Thailand,1.0,0.0,0.0
G_00790,Germany,1.0,0.0,0.0
G_00791,China,2.0,0.0,0.0
G_00792,Japan,1.0,0.0,0.0
G_00793,Australia,2.0,1.0,0.5
G_00794,UK,1.0,0.0,0.0
G_00795,UK,2.0,0.0,0.0
G_00796,USA,2.0,0.0,0.0
G_00797,Thailand,1.0,1.0,1.0
G_00798,USA,1.0,0.0,0.0
G_00799,Japan,3.0,1.0,0.33
G_00800,China,2.0,2.0,1.0
G_00801,Australia,3.0,0.0,0.0
G_00802,USA,2.0,0.0,0.0
G_00803,China,1.0,0.0,0.0
G_00804,China,2.0,0.0,0.0
G_00805,UK,1.0,0.0,0.0
G_00806,China,3.0,2.0,0.67
G_00807,Thailand,3.0,0.0,0.0
G_00808,UK,2.0,0.0,0.0
G_00809,Thailand,2.0,1.0,0.5
G_00810,Thailand,0.0,0.0,0.0
G_00811,USA,1.0,1.0,1.0
G_00812,China,0.0,0.0,0.0
G_00813,Germany,4.0,1.0,0.25
G_00814,China,0.0,0.0,0.0
G_00815,China,1.0,0.0,0.0
G_00816,UK,1.0,1.0,1.0
G_00817,China,2.0,0.0,0.0
G_00818,Thailand,3.0,0.0,0.0
G_00819,Thailand,2.0,0.0,0.0
G_00820,Thailand,3.0,0.0,0.0
G_00821,USA,4.0,0.0,0.0
G_00822,Thailand,2.0,0.0,0.0
G_00823,Thailand,1.0,0.0,0.0
G_00824,Thailand,2.0,1.0,0.5
G_00825,Germany,1.0,0.0,0.0
G_00826,Thailand,3.0,0.0,0.0
G_00827,USA,1.0,0.0,0.0
G_00828,Thailand,1.0,0.0,0.0
G_00829,China,2.0,0.0,0.0
G_00830,Thailand,4.0,0.0,0.0
G_00831,Thailand,3.0,0.0,0.0
G_00832,UK,1.0,0.0,0.0
G_00833,Thailand,0.0,0.0,0.0
G_00834,Thailand,1.0,0.0,0.0
G_00835,Thailand,2.0,0.0,0.0
G_00836,Thailand,1.0,0.0,0.0
G_00837,Thailand,1.0,0.0,0.0
G_00838,Thailand,6.0,1.0,0.17
G_00839,Japan,3.0,0.0,0.0
G_00840,UK,0.0,0.0,0.0
G_00841,UK,3.0,0.0,0.0
G_00842,Thailand,2.0,0.0,0.0
G_00843,Germany,1.0,0.0,0.0
G_00844,Thailand,2.0,0.0,0.0
G_00845,Thailand,2.0,1.0,0.5
G_00846,China,0.0,0.0,0.0
G_00847,Thailand,0.0,0.0,0.0
G_00848,Thailand,3.0,1.0,0.33
G_00849,UK,2.0,0.0,0.0
G_00850,Australia,1.0,1.0,1.0
G_00851,USA,3.0,0.0,0.0
G_00852,China,0.0,0.0,0.0
G_00853,Germany,1.0,0.0,0.0
G_00854,Thailand,0.0,0.0,0.0
G_00855,Thailand,2.0,0.0,0.0
G_00856,Thailand,1.0,0.0,0.0
G_00857,USA,5.0,1.0,0.2
G_00858,USA,2.0,0.0,0.0
G_00859,Germany,2.0,1.0,0.5
G_00860,China,2.0,0.0,0.0
G_00861,China,3.0,1.0,0.33
G_00862,Thailand,4.0,0.0,0.0
G_00863,Japan,1.0,0.0,0.0
G_00864,Germany,2.0,0.0,0.0
G_00865,Japan,2.0,0.0,0.0
G_00866,Thailand,3.0,1.0,0.33
G_00867,China,1.0,1.0,1.0
G_00868,Thailand,2.0,0.0,0.0
G_00869,Thailand,1.0,0.0,0.0
G_00870,Thailand,3.0,0.0,0.0
G_00871,China,0.0,0.0,0.0
G_00872,China,4.0,0.0,0.0
G_00873,Thailand,3.0,0.0,0.0
G_00874,Thailand,0.0,0.0,0.0
G_00875,USA,3.0,0.0,0.0
G_00876,Thailand,3.0,0.0,0.0
G_00877,Thailand,1.0,1.0,1.0
G_00878,USA,2.0,0.0,0.0
G_00879,Japan,0.0,0.0,0.0
G_00880,Thailand,1.0,0.0,0.0
G_00881,Thailand,1.0,0.0,0.0
G_00882,Thailand,4.0,1.0,0.25
G_00883,Germany,2.0,1.0,0.5
G_00884,China,2.0,0.0,0.0
G_00885,China,1.0,0.0,0.0
G_00886,Thailand,0.0,0.0,0.0
G_00887,UK,3.0,0.0,0.0
G_00888,Thailand,0.0,0.0,0.0
G_00889,China,1.0,1.0,1.0
G_00890,Germany,1.0,1.0,1.0
G_00891,China,2.0,0.0,0.0
G_00892,Australia,1.0,0.0,0.0
G_00893,China,1.0,0.0,0.0
G_00894,Thailand,1.0,0.0,0.0
G_00895,Germany,2.0,0.0,0.0
G_00896,Thailand,0.0,0.0,0.0
G_00897,UK,2.0,0.0,0.0
G_00898,Thailand,3.0,1.0,0.33
G_00899,Thailand,3.0,0.0,0.0
G_00900,USA,0.0,0.0,0.0
G_00901,Thailand,3.0,1.0,0.33
G_00902,USA,0.0,0.0,0.0
G_00903,UK,1.0,0.0,0.0
G_00904,Thailand,0.0,0.0,0.0
G_00905,Thailand,2.0,0.0,0.0
G_00906,UK,1.0,0.0,0.0
G_00907,Thailand,0.0,0.0,0.0
G_00908,China,1.0,1.0,1.0
G_00909,China,2.0,0.0,0.0
G_00910,Japan,2.0,0.0,0.0
G_00911,China,3.0,0.0,0.0
G_00912,USA,0.0,0.0,0.0
G_00913,China,2.0,0.0,0.0
G_00914,Thailand,2.0,0.0,0.0
G_00915,Thailand,3.0,1.0,0.33
G_00916,Japan,1.0,0.0,0.0
G_00917,USA,1.0,0.0,0.0
G_00918,Japan,1.0,0.0,0.0
G_00919,Japan,1.0,0.0,0.0
G_00920,Australia,2.0,1.0,0.5
G_00921,Germany,2.0,0.0,0.0
G_00922,USA,3.0,0.0,0.0
G_00923,Thailand,2.0,0.0,0.0
G_00924,UK,5.0,1.0,0.2
G_00925,Thailand,1.0,1.0,1.0
G_00926,China,0.0,0.0,0.0
G_00927,China,1.0,0.0,0.0
G_00928,China,2.0,0.0,0.0
G_00929,Thailand,3.0,1.0,0.33
G_00930,Thailand,2.0,1.0,0.5
G_00931,USA,1.0,0.0,0.0
G_00932,Thailand,1.0,0.0,0.0
G_00933,Australia,2.0,0.0,0.0
G_00934,Thailand,2.0,0.0,0.0
G_00935,Thailand,1.0,0.0,0.0
G_00936,Thailand,3.0,0.0,0.0
G_00937,China,1.0,0.0,0.0
G_00938,China,2.0,0.0,0.0
G_00939,Thailand,2.0,0.0,0.0
G_00940,Thailand,1.0,0.0,0.0
G_00941,USA,1.0,0.0,0.0
G_00942,Thailand,0.0,0.0,0.0
G_00943,China,2.0,0.0,0.0
G_00944,China,1.0,1.0,1.0
G_00945,Thailand,2.0,0.0,0.0
G_00946,Thailand,2.0,0.0,0.0
G_00947,Germany,0.0,0.0,0.0
G_00948,USA,0.0,0.0,0.0
G_00949,China,2.0,0.0,0.0
G_00950,Thailand,2.0,0.0,0.0
G_00951,USA,1.0,0.0,0.0
G_00952,Thailand,1.0,0.0,0.0
G_00953,UK,2.0,0.0,0.0
G_00954,Germany,2.0,0.0,0.0
G_00955,Thailand,2.0,1.0,0.5
G_00956,Thailand,0.0,0.0,0.0
G_00957,Thailand,4.0,0.0,0.0
G_00958,Thailand,1.0,0.0,0.0
G_00959,Thailand,3.0,0.0,0.0
G_00960,Thailand,0.0,0.0,0.0
G_00961,Japan,2.0,0.0,0.0
G_00962,USA,0.0,0.0,0.0
G_00963,Thailand,3.0,0.0,0.0
G_00964,Germany,1.0,0.0,0.0
G_00965,Thailand,1.0,1.0,1.0
G_00966,Germany,1.0,0.0,0.0
G_00967,Thailand,2.0,0.0,0.0
G_00968,Australia,1.0,0.0,0.0
G_00969,China,0.0,0.0,0.0
G_00970,Japan,0.0,0.0,0.0
G_00971,Germany,1.0,0.0,0.0
G_00972,Thailand,2.0,1.0,0.5
G_00973,Germany,0.0,0.0,0.0
G_00974,Thailand,2.0,0.0,0.0
G_00975,Thailand,0.0,0.0,0.0
G_00976,Thailand,0.0,0.0,0.0
G_00977,UK,1.0,0.0,0.0
G_00978,Thailand,1.0,0.0,0.0
G_00979,UK,4.0,0.0,0.0
G_00980,UK,1.0,0.0,0.0
G_00981,Japan,2.0,0.0,0.0
G_00982,Japan,4.0,0.0,0.0
G_00983,USA,1.0,0.0,0.0
G_00984,Thailand,1.0,0.0,0.0
G_00985,Thailand,0.0,0.0,0.0
G_00986,Thailand,3.0,0.0,0.0
G_00987,Thailand,1.0,0.0,0.0
G_00988,Thailand,0.0,0.0,0.0
G_00989,Thailand,0.0,0.0,0.0
G_00990,Germany,1.0,0.0,0.0
G_00991,UK,0.0,0.0,0.0
G_00992,Thailand,3.0,1.0,0.33
G_00993,UK,1.0,0.0,0.0
G_00994,Thailand,2.0,0.0,0.0
G_00995,USA,2.0,0.0,0.0
G_00996,China,1.0,0.0,0.0
G_00997,USA,2.0,0.0,0.0
G_00998,USA,1.0,0.0,0.0
G_00999,Germany,2.0,0.0,0.0
G_01000,Australia,1.0,0.0,0.0
G_01001,China,2.0,1.0,0.5
G_01002,UK,2.0,0.0,0.0
G_01003,China,1.0,0.0,0.0
G_01004,Thailand,1.0,0.0,0.0
G_01005,Thailand,0.0,0.0,0.0
G_01006,Thailand,1.0,0.0,0.0
G_01007,USA,3.0,0.0,0.0
G_01008,UK,2.0,0.0,0.0
G_01009,Thailand,1.0,0.0,0.0
G_01010,Germany,0.0,0.0,0.0
G_01011,Germany,0.0,0.0,0.0
G_01012,China,3.0,0.0,0.0
G_01013,UK,1.0,0.0,0.0
G_01014,Australia,1.0,0.0,0.0
G_01015,Thailand,0.0,0.0,0.0
G_01016,Japan,1.0,0.0,0.0
G_01017,Thailand,0.0,0.0,0.0
G_01018,Japan,3.0,0.0,0.0
G_01019,Thailand,3.0,0.0,0.0
G_01020,Australia,0.0,0.0,0.0
G_01021,Germany,3.0,0.0,0.0
G_01022,Thailand,2.0,0.0,0.0
G_01023,USA,1.0,0.0,0.0
G_01024,Germany,4.0,2.0,0.5
G_01025,USA,1.0,0.0,0.0
G_01026,Australia,4.0,0.0,0.0
G_01027,UK,0.0,0.0,0.0
G_01028,Thailand,1.0,0.0,0.0
G_01029,Thailand,1.0,0.0,0.0
G_01030,Thailand,2.0,0.0,0.0
G_01031,Japan,0.0,0.0,0.0
G_01032,Thailand,2.0,0.0,0.0
G_01033,UK,1.0,0.0,0.0
G_01034,USA,0.0,0.0,0.0
G_01035,UK,4.0,0.0,0.0
G_01036,Australia,0.0,0.0,0.0
G_01037,Germany,2.0,0.0,0.0
G_01038,USA,0.0,0.0,0.0
G_01039,Japan,2.0,0.0,0.0
G_01040,Japan,2.0,1.0,0.5
G_01041,UK,1.0,0.0,0.0
G_01042,Germany,3.0,0.0,0.0
G_01043,Thailand,3.0,0.0,0.0
G_01044,Thailand,0.0,0.0,0.0
G_01045,Australia,1.0,0.0,0.0
G_01046,USA,2.0,0.0,0.0
G_01047,Japan,2.0,0.0,0.0
G_01048,Australia,1.0,0.0,0.0
G_01049,Thailand,1.0,0.0,0.0
G_01050,Australia,0.0,0.0,0.0
G_01051,USA,1.0,0.0,0.0
G_01052,UK,1.0,0.0,0.0
G_01053,China,0.0,0.0,0.0
G_01054,Germany,2.0,0.0,0.0
G_01055,Thailand,2.0,0.0,0.0
G_01056,USA,6.0,1.0,0.17
G_01057,China,1.0,1.0,1.0
G_01058,China,2.0,1.0,0.5
G_01059,China,1.0,0.0,0.0
G_01060,Thailand,1.0,0.0,0.0
G_01061,Thailand,3.0,1.0,0.33
G_01062,Thailand,1.0,0.0,0.0
G_01063,Japan,1.0,0.0,0.0
G_01064,Thailand,5.0,1.0,0.2
G_01065,Thailand,1.0,0.0,0.0
G_01066,Germany,3.0,0.0,0.0
G_01067,Thailand,1.0,0.0,0.0
G_01068,Germany,3.0,0.0,0.0
G_01069,China,0.0,0.0,0.0
G_01070,Japan,1.0,0.0,0.0
G_01071,Thailand,2.0,0.0,0.0
G_01072,Thailand,2.0,1.0,0.5
G_01073,China,1.0,0.0,0.0
G_01074,Japan,2.0,0.0,0.0
G_01075,China,2.0,0.0,0.0
G_01076,Thailand,4.0,0.0,0.0
G_01077,Japan,0.0,0.0,0.0
G_01078,Japan,1.0,0.0,0.0
G_01079,China,0.0,0.0,0.0
G_01080,Japan,1.0,1.0,1.0
G_01081,Japan,3.0,0.0,0.0
G_01082,China,1.0,0.0,0.0
G_01083,Thailand,3.0,1.0,0.33
G_01084,USA,5.0,1.0,0.2
G_01085,Thailand,0.0,0.0,0.0
G_01086,USA,1.0,0.0,0.0
G_01087,USA,2.0,0.0,0.0
G_01088,Thailand,3.0,0.0,0.0
G_01089,Thailand,0.0,0.0,0.0
G_01090,Thailand,3.0,0.0,0.0
G_01091,Japan,2.0,0.0,0.0
G_01092,Germany,2.0,0.0,0.0
G_01093,Thailand,0.0,0.0,0.0
G_01094,Germany,2.0,1.0,0.5
G_01095,UK,2.0,0.0,0.0
G_01096,Thailand,1.0,0.0,0.0
G_01097,Thailand,2.0,0.0,0.0
G_01098,UK,0.0,0.0,0.0
G_01099,Japan,4.0,1.0,0.25
G_01100,China,0.0,0.0,0.0
G_01101,Thailand,1.0,0.0,0.0
G_01102,Thailand,1.0,0.0,0.0
G_01103,USA,1.0,0.0,0.0
G_01104,Thailand,1.0,0.0,0.0
G_01105,Thailand,0.0,0.0,0.0
G_01106,Thailand,2.0,0.0,0.0
G_01107,Japan,0.0,0.0,0.0
G_01108,Germany,0.0,0.0,0.0
G_01109,USA,0.0,0.0,0.0
G_01110,Germany,0.0,0.0,0.0
G_01111,Thailand,1.0,1.0,1.0
G_01112,USA,2.0,1.0,0.5
G_01113,Thailand,2.0,0.0,0.0
G_01114,China,1.0,1.0,1.0
G_01115,Germany,1.0,0.0,0.0
G_01116,China,1.0,0.0,0.0
G_01117,Thailand,0.0,0.0,0.0
G_01118,China,4.0,0.0,0.0
G_01119,Thailand,0.0,0.0,0.0
G_01120,Australia,0.0,0.0,0.0
G_01121,UK,1.0,0.0,0.0
G_01122,USA,1.0,0.0,0.0
G_01123,UK,0.0,0.0,0.0
G_01124,China,3.0,1.0,0.33
G_01125,Thailand,2.0,0.0,0.0
G_01126,China,3.0,0.0,0.0
G_01127,Thailand,6.0,1.0,0.17
G_01128,China,2.0,1.0,0.5
G_01129,Japan,1.0,0.0,0.0
G_01130,Japan,1.0,0.0,0.0
G_01131,UK,3.0,2.0,0.67
G_01132,UK,2.0,0.0,0.0
G_01133,Thailand,4.0,1.0,0.25
G_01134,Japan,4.0,1.0,0.25
G_01135,Thailand,0.0,0.0,0.0
G_01136,USA,1.0,0.0,0.0
G_01137,Thailand,2.0,0.0,0.0
G_01138,Thailand,1.0,0.0,0.0
G_01139,China,1.0,0.0,0.0
G_01140,Thailand,0.0,0.0,0.0
G_01141,China,2.0,1.0,0.5
G_01142,Thailand,2.0,0.0,0.0
G_01143,Thailand,2.0,1.0,0.5
G_01144,UK,1.0,0.0,0.0
G_01145,Thailand,3.0,0.0,0.0
G_01146,Thailand,3.0,0.0,0.0
G_01147,China,5.0,2.0,0.4
G_01148,Thailand,1.0,0.0,0.0
G_01149,Japan,1.0,0.0,0.0
G_01150,Thailand,1.0,0.0,0.0
G_01151,Thailand,0.0,0.0,0.0
G_01152,China,2.0,0.0,0.0
G_01153,Thailand,2.0,0.0,0.0
G_01154,Thailand,1.0,0.0,0.0
G_01155,Thailand,2.0,0.0,0.0
G_01156,Thailand,1.0,0.0,0.0
G_01157,Japan,3.0,0.0,0.0
G_01158,Thailand,0.0,0.0,0.0
G_01159,Japan,2.0,0.0,0.0
G_01160,Australia,2.0,1.0,0.5
G_01161,USA,0.0,0.0,0.0
G_01162,Germany,0.0,0.0,0.0
G_01163,Thailand,1.0,0.0,0.0
G_01164,Germany,0.0,0.0,0.0
G_01165,Thailand,4.0,1.0,0.25
G_01166,China,3.0,0.0,0.0
G_01167,USA,1.0,0.0,0.0
G_01168,Thailand,2.0,0.0,0.0
G_01169,China,2.0,0.0,0.0
G_01170,China,2.0,0.0,0.0
G_01171,Thailand,3.0,0.0,0.0
G_01172,Thailand,1.0,0.0,0.0
G_01173,China,1.0,0.0,0.0
G_01174,China,2.0,0.0,0.0
G_01175,Germany,0.0,0.0,0.0
G_01176,Japan,3.0,0.0,0.0
G_01177,Germany,2.0,0.0,0.0
G_01178,China,1.0,0.0,0.0
G_01179,Thailand,1.0,0.0,0.0
G_01180,Thailand,1.0,0.0,0.0
G_01181,Japan,1.0,0.0,0.0
G_01182,China,1.0,1.0,1.0
G_01183,Thailand,3.0,0.0,0.0
G_01184,Thailand,1.0,0.0,0.0
G_01185,Germany,1.0,0.0,0.0
G_01186,UK,2.0,0.0,0.0
G_01187,USA,1.0,0.0,0.0
G_01188,USA,3.0,1.0,0.33
G_01189,Thailand,2.0,0.0,0.0
G_01190,Thailand,4.0,2.0,0.5
G_01191,Thailand,1.0,1.0,1.0
G_01192,Thailand,1.0,0.0,0.0
G_01193,Japan,1.0,0.0,0.0
G_01194,USA,3.0,0.0,0.0
G_01195,Japan,2.0,0.0,0.0
G_01196,Australia,4.0,1.0,0.25
G_01197,Thailand,1.0,0.0,0.0
G_01198,China,1.0,0.0,0.0
G_01199,USA,2.0,0.0,0.0
G_01200,Australia,2.0,0.0,0.0
G_01201,Thailand,1.0,1.0,1.0
G_01202,China,0.0,0.0,0.0
G_01203,China,2.0,0.0,0.0
G_01204,Thailand,1.0,0.0,0.0
G_01205,Thailand,1.0,1.0,1.0
G_01206,China,1.0,1.0,1.0
G_01207,China,4.0,1.0,0.25
G_01208,Thailand,2.0,0.0,0.0
G_01209,China,2.0,1.0,0.5
G_01210,Thailand,0.0,0.0,0.0
G_01211,China,1.0,0.0,0.0
G_01212,Thailand,1.0,0.0,0.0
G_01213,Australia,1.0,0.0,0.0
G_01214,Thailand,4.0,1.0,0.25
G_01215,Thailand,1.0,0.0,0.0
G_01216,Thailand,2.0,0.0,0.0
G_01217,Thailand,1.0,1.0,1.0
G_01218,UK,2.0,0.0,0.0
G_01219,Thailand,0.0,0.0,0.0
G_01220,Japan,1.0,0.0,0.0
G_01221,Thailand,3.0,2.0,0.67
G_01222,Thailand,0.0,0.0,0.0
G_01223,Thailand,3.0,1.0,0.33
G_01224,Thailand,2.0,0.0,0.0
G_01225,Thailand,3.0,1.0,0.33
G_01226,USA,0.0,0.0,0.0
G_01227,USA,0.0,0.0,0.0
G_01228,USA,1.0,1.0,1.0
G_01229,UK,4.0,1.0,0.25
G_01230,UK,2.0,0.0,0.0
G_01231,Thailand,1.0,0.0,0.0
G_01232,USA,3.0,0.0,0.0
G_01233,Germany,1.0,0.0,0.0
G_01234,UK,0.0,0.0,0.0
G_01235,China,2.0,1.0,0.5
G_01236,Thailand,3.0,0.0,0.0
G_01237,Japan,0.0,0.0,0.0
G_01238,Japan,0.0,0.0,0.0
G_01239,UK,1.0,0.0,0.0
G_01240,Germany,3.0,0.0,0.0
G_01241,Thailand,1.0,0.0,0.0
G_01242,Thailand,0.0,0.0,0.0
G_01243,Japan,3.0,2.0,0.67
G_01244,Japan,0.0,0.0,0.0
G_01245,Thailand,0.0,0.0,0.0
G_01246,Thailand,2.0,0.0,0.0
G_01247,Thailand,2.0,0.0,0.0
G_01248,Thailand,1.0,1.0,1.0
G_01249,Japan,2.0,0.0,0.0
G_01250,UK,2.0,0.0,0.0
G_01251,Thailand,2.0,0.0,0.0
G_01252,Thailand,4.0,0.0,0.0
G_01253,Thailand,2.0,0.0,0.0
G_01254,Thailand,1.0,0.0,0.0
G_01255,China,2.0,0.0,0.0
G_01256,Germany,3.0,0.0,0.0
G_01257,Japan,0.0,0.0,0.0
G_01258,Thailand,3.0,0.0,0.0
G_01259,Australia,2.0,0.0,0.0
G_01260,Japan,1.0,1.0,1.0
G_01261,Japan,1.0,0.0,0.0
G_01262,USA,1.0,0.0,0.0
G_01263,Thailand,3.0,0.0,0.0
G_01264,Thailand,0.0,0.0,0.0
G_01265,Thailand,1.0,0.0,0.0
G_01266,Thailand,2.0,0.0,0.0
G_01267,Thailand,4.0,1.0,0.25
G_01268,USA,4.0,0.0,0.0
G_01269,China,1.0,0.0,0.0
G_01270,USA,2.0,0.0,0.0
G_01271,Thailand,1.0,0.0,0.0
G_01272,Germany,2.0,0.0,0.0
G_01273,Germany,1.0,0.0,0.0
G_01274,Japan,1.0,0.0,0.0
G_01275,Germany,3.0,0.0,0.0
G_01276,UK,1.0,0.0,0.0
G_01277,Germany,1.0,0.0,0.0
G_01278,Thailand,1.0,0.0,0.0
G_01279,Thailand,2.0,1.0,0.5
G_01280,Thailand,1.0,0.0,0.0
G_01281,Thailand,0.0,0.0,0.0
G_01282,Thailand,1.0,0.0,0.0
G_01283,China,2.0,0.0,0.0
G_01284,Japan,0.0,0.0,0.0
G_01285,UK,2.0,0.0,0.0
G_01286,Thailand,0.0,0.0,0.0
G_01287,Japan,6.0,1.0,0.17
G_01288,China,3.0,1.0,0.33
G_01289,Thailand,5.0,0.0,0.0
G_01290,China,1.0,0.0,0.0
G_01291,Thailand,1.0,0.0,0.0
G_01292,Thailand,2.0,0.0,0.0
G_01293,Germany,1.0,1.0,1.0
G_01294,Thailand,2.0,0.0,0.0
G_01295,USA,3.0,0.0,0.0
G_01296,Australia,2.0,0.0,0.0
G_01297,China,3.0,0.0,0.0
G_01298,Thailand,4.0,1.0,0.25
G_01299,Thailand,0.0,0.0,0.0
G_01300,Thailand,1.0,0.0,0.0
G_01301,China,4.0,1.0,0.25
G_01302,USA,2.0,0.0,0.0
G_01303,Thailand,4.0,0.0,0.0
G_01304,Germany,4.0,0.0,0.0
G_01305,UK,2.0,0.0,0.0
G_01306,Thailand,3.0,1.0,0.33
G_01307,UK,2.0,0.0,0.0
G_01308,China,2.0,0.0,0.0
G_01309,Thailand,0.0,0.0,0.0
G_01310,Thailand,5.0,1.0,0.2
G_01311,Japan,1.0,0.0,0.0
G_01312,USA,2.0,0.0,0.0
G_01313,UK,0.0,0.0,0.0
G_01314,USA,0.0,0.0,0.0
G_01315,Thailand,1.0,0.0,0.0
G_01316,Thailand,2.0,1.0,0.5
G_01317,USA,0.0,0.0,0.0
G_01318,Thailand,2.0,1.0,0.5
G_01319,Thailand,2.0,1.0,0.5
G_01320,Japan,2.0,0.0,0.0
G_01321,Germany,2.0,1.0,0.5
G_01322,Japan,4.0,0.0,0.0
G_01323,Australia,3.0,0.0,0.0
G_01324,Thailand,0.0,0.0,0.0
G_01325,Germany,2.0,0.0,0.0
G_01326,Thailand,2.0,0.0,0.0
G_01327,Germany,1.0,0.0,0.0
G_01328,Germany,2.0,1.0,0.5
G_01329,China,0.0,0.0,0.0
G_01330,Germany,6.0,0.0,0.0
G_01331,UK,1.0,0.0,0.0
G_01332,Thailand,0.0,0.0,0.0
G_01333,USA,1.0,0.0,0.0
