booking_id,guest_id,booking_date,check_in_date,lead_time_days,length_of_stay,channel_id,policy_id,status,cancellation_date,cancellation_reason_code,adr_usd,gross_revenue_usd,deposit_paid_usd,penalty_charged_usd
BKG_001286,GST_02033,2024-12-11,2025-01-08,28,3,CH_02,POL_02,Checked-In,,,341.33,1023.99,0.0,0.0
BKG_001287,GST_00365,2024-05-15,2024-06-11,27,2,CH_01,POL_02,Cancelled,2024-05-18,RSN_02,181.97,363.94,0.0,0.0
BKG_001288,GST_02212,2024-11-19,2024-12-17,28,2,CH_06,POL_04,Checked-In,,,158.18,316.36,94.91,0.0
BKG_001289,GST_02287,2024-08-11,2024-08-14,3,1,CH_04,POL_03,Checked-In,,,261.85,261.85,261.85,0.0
BKG_001290,GST_01447,2024-09-11,2024-09-26,15,2,CH_03,POL_05,Checked-In,,,156.66,313.32,0.0,0.0
BKG_001291,GST_01814,2024-04-20,2024-04-26,6,2,CH_05,POL_05,Checked-In,,,226.6,453.2,0.0,0.0
BKG_001292,GST_00359,2025-03-18,2025-03-22,4,4,CH_06,POL_02,Checked-In,,,123.56,494.24,0.0,0.0
BKG_001293,GST_01024,2024-08-28,2024-08-30,2,3,CH_03,POL_05,Checked-In,,,144.92,434.76,0.0,0.0
BKG_001294,GST_01306,2025-01-15,2025-02-15,31,3,CH_06,POL_03,No-Show,,RSN_06,146.39,439.17,439.17,439.17
BKG_001295,GST_00590,2025-02-19,2025-04-05,45,2,CH_03,POL_05,Checked-In,,,118.75,237.5,0.0,0.0
BKG_001296,GST_01658,2025-04-27,2025-05-07,10,3,CH_02,POL_01,No-Show,,RSN_06,226.76,680.28,0.0,544.22
BKG_001297,GST_01825,2025-04-07,2025-05-02,25,3,CH_01,POL_04,No-Show,,RSN_06,177.87,533.61,160.08,533.61
BKG_001298,GST_00180,2024-01-16,2024-01-24,8,3,CH_02,POL_03,No-Show,,RSN_06,261.1,783.3,783.3,783.3
BKG_001299,GST_01339,2025-03-09,2025-04-11,33,4,CH_03,POL_04,Checked-In,,,205.82,823.28,246.98,0.0
BKG_001300,GST_02111,2024-02-13,2024-02-17,4,1,CH_04,POL_04,Checked-In,,,205.59,205.59,61.68,0.0
BKG_001301,GST_00214,2024-03-19,2024-05-08,50,2,CH_04,POL_03,Checked-In,,,176.33,352.66,352.66,0.0
BKG_001302,GST_02197,2024-02-27,2024-03-18,20,2,CH_02,POL_02,Checked-In,,,279.48,558.96,0.0,0.0
BKG_001303,GST_00830,2025-03-23,2025-04-18,26,14,CH_02,POL_04,Checked-In,,,266.67,3733.38,1120.01,0.0
BKG_001304,GST_01599,2024-06-28,2024-07-06,8,4,CH_02,POL_05,Cancelled,2024-06-29,RSN_03,155.81,623.24,0.0,623.24
BKG_001305,GST_01989,2024-08-27,2024-10-20,54,6,CH_01,POL_05,Cancelled,2024-10-19,RSN_01,136.2,817.2,0.0,817.2
BKG_001306,GST_00625,2024-11-29,2024-12-28,29,3,CH_04,POL_04,Checked-In,,,353.08,1059.24,317.77,0.0
BKG_001307,GST_00530,2024-08-28,2024-09-14,17,4,CH_01,POL_05,Checked-In,,,105.12,420.48,0.0,0.0
BKG_001308,GST_02001,2024-12-08,2025-01-02,25,3,CH_05,POL_01,Checked-In,,,241.79,725.37,0.0,0.0
BKG_001309,GST_00038,2025-04-15,2025-04-19,4,1,CH_06,POL_01,Checked-In,,,377.33,377.33,0.0,0.0
BKG_001310,GST_02114,2024-07-11,2024-07-13,2,4,CH_01,POL_03,No-Show,,RSN_06,246.0,984.0,984.0,984.0
BKG_001311,GST_00108,2024-05-30,2024-06-10,11,2,CH_05,POL_01,Checked-In,,,102.25,204.5,0.0,0.0
BKG_001312,GST_02307,2025-04-09,2025-05-19,40,3,CH_01,POL_02,Checked-In,,,248.59,745.77,0.0,0.0
BKG_001313,GST_01328,2024-04-26,2024-04-27,1,4,CH_05,POL_04,Cancelled,2024-04-26,RSN_02,147.55,590.2,177.06,295.1
BKG_001314,GST_00976,2024-01-09,2024-03-06,57,4,CH_01,POL_01,Checked-In,,,322.41,1289.64,0.0,0.0
BKG_001315,GST_02081,2025-04-09,2025-05-14,35,2,CH_05,POL_05,Checked-In,,,178.56,357.12,0.0,0.0
BKG_001316,GST_00096,2024-06-21,2024-07-05,14,2,CH_01,POL_02,Cancelled,2024-07-01,RSN_02,256.26,512.52,0.0,0.0
BKG_001317,GST_00143,2024-10-08,2024-10-12,4,3,CH_02,POL_01,Checked-In,,,253.09,759.27,0.0,0.0
BKG_001318,GST_00472,2024-12-04,2024-12-13,9,1,CH_02,POL_01,Checked-In,,,293.61,293.61,0.0,0.0
BKG_001319,GST_01330,2025-04-05,2025-04-07,2,4,CH_01,POL_01,Cancelled,2025-04-06,RSN_01,326.26,1305.04,0.0,1305.04
BKG_001320,GST_00230,2024-11-28,2024-12-24,26,3,CH_01,POL_04,Checked-In,,,269.18,807.54,242.26,0.0
BKG_001321,GST_00057,2024-12-31,2025-02-09,40,1,CH_02,POL_02,Checked-In,,,189.21,189.21,0.0,0.0
BKG_001322,GST_01979,2024-12-14,2025-02-12,60,1,CH_01,POL_05,Checked-In,,,234.67,234.67,0.0,0.0
BKG_001323,GST_00865,2025-02-26,2025-03-11,13,6,CH_01,POL_03,Checked-In,,,125.78,754.68,754.68,0.0
BKG_001324,GST_00705,2024-04-13,2024-04-23,10,2,CH_05,POL_03,Cancelled,2024-04-15,RSN_05,250.07,500.14,500.14,500.14
BKG_001325,GST_01290,2025-01-12,2025-02-01,20,1,CH_02,POL_01,Cancelled,2025-01-12,RSN_01,250.31,250.31,0.0,0.0
BKG_001326,GST_00562,2024-09-05,2024-09-07,2,2,CH_01,POL_01,Checked-In,,,247.85,495.7,0.0,0.0
BKG_001327,GST_00072,2024-05-10,2024-05-24,14,2,CH_03,POL_03,Checked-In,,,298.63,597.26,597.26,0.0
BKG_001328,GST_02303,2024-11-04,2024-11-16,12,6,CH_01,POL_01,Cancelled,2024-11-11,RSN_03,351.16,2106.96,0.0,0.0
BKG_001329,GST_01585,2024-01-23,2024-02-06,14,2,CH_01,POL_04,Cancelled,2024-01-30,RSN_01,275.6,551.2,165.36,0.0
BKG_001330,GST_01032,2024-08-04,2024-09-07,34,2,CH_06,POL_04,Checked-In,,,106.22,212.44,63.73,0.0
BKG_001331,GST_00622,2024-05-24,2024-05-27,3,5,CH_03,POL_03,Checked-In,,,103.62,518.1,518.1,0.0
BKG_001332,GST_01900,2024-07-19,2024-08-01,13,2,CH_01,POL_01,Checked-In,,,328.39,656.78,0.0,0.0
BKG_001333,GST_01070,2024-06-16,2024-06-24,8,1,CH_04,POL_04,Checked-In,,,253.78,253.78,76.13,0.0
BKG_001334,GST_00703,2025-03-25,2025-03-31,6,1,CH_02,POL_04,Cancelled,2025-03-26,RSN_02,195.38,195.38,58.61,0.0
BKG_001335,GST_01041,2024-07-01,2024-08-03,33,2,CH_02,POL_02,Checked-In,,,363.86,727.72,0.0,0.0
BKG_001336,GST_02268,2025-01-28,2025-02-12,15,2,CH_01,POL_02,Cancelled,2025-01-29,RSN_01,234.05,468.1,0.0,0.0
BKG_001337,GST_00344,2025-03-24,2025-03-27,3,3,CH_01,POL_02,Checked-In,,,325.99,977.97,0.0,0.0
BKG_001338,GST_00741,2024-03-29,2024-05-08,40,14,CH_02,POL_02,Checked-In,,,83.44,1168.16,0.0,0.0
BKG_001339,GST_01068,2025-01-20,2025-02-08,19,4,CH_03,POL_01,Checked-In,,,126.47,505.88,0.0,0.0
BKG_001340,GST_02178,2025-05-28,2025-06-10,13,5,CH_01,POL_01,Checked-In,,,224.67,1123.35,0.0,0.0
BKG_001341,GST_01976,2025-03-09,2025-04-02,24,4,CH_03,POL_03,Checked-In,,,152.9,611.6,611.6,0.0
BKG_001342,GST_02217,2025-03-03,2025-03-19,16,4,CH_06,POL_03,Checked-In,,,307.5,1230.0,1230.0,0.0
BKG_001343,GST_00946,2025-05-15,2025-06-21,37,3,CH_03,POL_02,Checked-In,,,236.02,708.06,0.0,0.0
BKG_001344,GST_00813,2024-11-11,2024-12-24,43,1,CH_02,POL_01,Cancelled,2024-11-26,RSN_01,148.44,148.44,0.0,0.0
BKG_001345,GST_00023,2025-05-17,2025-05-30,13,3,CH_05,POL_01,Checked-In,,,333.58,1000.74,0.0,0.0
BKG_001346,GST_01234,2024-07-29,2024-08-05,7,3,CH_01,POL_04,Cancelled,2024-08-03,RSN_01,133.79,401.37,120.41,200.69
BKG_001347,GST_00759,2025-05-30,2025-06-30,33,2,CH_02,POL_01,Cancelled,2025-06-15,RSN_05,273.67,547.34,0.0,0.0
BKG_001348,GST_00798,2024-03-20,2024-03-21,1,4,CH_01,POL_02,Cancelled,2024-03-20,RSN_06,133.4,533.6,0.0,533.6
BKG_001349,GST_01944,2024-06-01,2024-06-08,7,6,CH_01,POL_01,Cancelled,2024-06-01,RSN_02,136.25,817.5,0.0,0.0
BKG_001350,GST_01059,2025-05-19,2025-06-19,31,2,CH_03,POL_02,Checked-In,,,243.36,486.72,0.0,0.0
BKG_001351,GST_02322,2024-02-23,2024-03-14,20,3,CH_01,POL_01,Checked-In,,,87.7,263.1,0.0,0.0
BKG_001352,GST_00566,2024-05-25,2024-06-06,12,3,CH_01,POL_02,Checked-In,,,101.09,303.27,0.0,0.0
BKG_001353,GST_00585,2024-10-10,2024-11-18,39,1,CH_05,POL_01,Cancelled,2024-10-20,RSN_02,177.66,177.66,0.0,0.0
BKG_001354,GST_01438,2025-01-05,2025-02-04,30,1,CH_06,POL_01,Checked-In,,,275.22,275.22,0.0,0.0
BKG_001355,GST_01326,2024-08-19,2024-08-30,11,2,CH_02,POL_02,Checked-In,,,242.08,484.16,0.0,0.0
BKG_001356,GST_01893,2024-12-07,2024-12-08,1,5,CH_06,POL_03,Checked-In,,,248.38,1241.9,1241.9,0.0
BKG_001357,GST_01640,2024-06-05,2024-06-09,4,5,CH_02,POL_01,Checked-In,,,211.77,1058.85,0.0,0.0
BKG_001358,GST_02041,2025-01-26,2025-02-05,10,7,CH_05,POL_03,Checked-In,,,111.6,781.2,781.2,0.0
BKG_001359,GST_02065,2025-03-21,2025-05-04,44,4,CH_03,POL_05,Checked-In,,,283.1,1132.4,0.0,0.0
BKG_001360,GST_00133,2024-05-27,2024-05-29,2,5,CH_01,POL_03,Cancelled,2024-05-28,RSN_01,173.68,868.4,868.4,868.4
BKG_001361,GST_00150,2024-10-30,2024-11-14,15,1,CH_03,POL_04,Checked-In,,,274.81,274.81,82.44,0.0
BKG_001362,GST_01673,2024-11-22,2024-12-24,32,2,CH_01,POL_04,Checked-In,,,156.99,313.98,94.19,0.0
BKG_001363,GST_00123,2024-04-05,2024-04-13,8,4,CH_05,POL_03,Checked-In,,,366.26,1465.04,1465.04,0.0
BKG_001364,GST_01942,2024-09-18,2024-10-01,13,3,CH_01,POL_01,Cancelled,2024-09-27,RSN_01,319.19,957.57,0.0,0.0
BKG_001365,GST_01810,2024-10-27,2024-11-15,19,4,CH_02,POL_03,Checked-In,,,332.54,1330.16,1330.16,0.0
BKG_001366,GST_00746,2024-08-27,2024-08-29,2,6,CH_04,POL_03,Checked-In,,,153.79,922.74,922.74,0.0
BKG_001367,GST_02264,2025-02-23,2025-03-24,29,2,CH_01,POL_04,Checked-In,,,146.4,292.8,87.84,0.0
BKG_001368,GST_00487,2025-02-18,2025-04-06,47,3,CH_06,POL_05,Checked-In,,,365.37,1096.11,0.0,0.0
BKG_001369,GST_00447,2024-10-26,2024-11-05,10,1,CH_03,POL_04,Checked-In,,,120.45,120.45,36.13,0.0
BKG_001370,GST_02234,2024-07-23,2024-07-27,4,4,CH_01,POL_05,Checked-In,,,174.55,698.2,0.0,0.0
BKG_001371,GST_01225,2025-04-05,2025-04-06,1,3,CH_01,POL_05,Cancelled,2025-04-05,RSN_01,164.19,492.57,0.0,492.57
BKG_001372,GST_00261,2024-08-11,2024-08-20,9,2,CH_01,POL_03,Checked-In,,,204.02,408.04,408.04,0.0
BKG_001373,GST_00136,2024-11-25,2024-11-29,4,1,CH_01,POL_01,Checked-In,,,215.77,215.77,0.0,0.0
BKG_001374,GST_01473,2024-09-26,2024-10-01,5,4,CH_02,POL_02,Cancelled,2024-09-28,RSN_05,90.08,360.32,0.0,0.0
BKG_001375,GST_01589,2024-07-06,2024-07-07,1,1,CH_02,POL_01,Checked-In,,,153.72,153.72,0.0,0.0
BKG_001376,GST_01850,2024-09-09,2024-09-12,3,7,CH_01,POL_01,Checked-In,,,331.91,2323.37,0.0,0.0
BKG_001377,GST_01909,2025-05-14,2025-05-23,9,3,CH_02,POL_01,Checked-In,,,108.59,325.77,0.0,0.0
BKG_001378,GST_01380,2024-01-24,2024-01-25,1,2,CH_02,POL_02,Checked-In,,,157.69,315.38,0.0,0.0
BKG_001379,GST_00409,2024-09-22,2024-09-23,1,14,CH_01,POL_01,Checked-In,,,118.69,1661.66,0.0,0.0
BKG_001380,GST_00969,2025-04-21,2025-04-22,1,2,CH_01,POL_01,Cancelled,2025-04-21,RSN_03,197.73,395.46,0.0,395.46
BKG_001381,GST_00566,2024-10-14,2024-10-19,5,1,CH_01,POL_05,Cancelled,2024-10-18,RSN_01,102.97,102.97,0.0,102.97
BKG_001382,GST_01953,2024-04-30,2024-06-28,59,1,CH_01,POL_01,No-Show,,RSN_06,327.97,327.97,0.0,262.38
BKG_001383,GST_00386,2024-10-24,2024-10-29,5,2,CH_02,POL_04,Checked-In,,,163.91,327.82,98.35,0.0
BKG_001384,GST_00752,2024-08-01,2024-09-14,44,1,CH_06,POL_03,Checked-In,,,342.12,342.12,342.12,0.0
BKG_001385,GST_01189,2024-04-25,2024-04-27,2,4,CH_05,POL_02,Checked-In,,,372.11,1488.44,0.0,0.0
BKG_001386,GST_01085,2025-02-19,2025-02-28,9,14,CH_02,POL_04,Checked-In,,,244.3,3420.2,1026.06,0.0
BKG_001387,GST_01071,2024-12-06,2025-02-11,67,3,CH_06,POL_01,Checked-In,,,273.64,820.92,0.0,0.0
BKG_001388,GST_00741,2024-05-10,2024-07-17,68,10,CH_01,POL_03,Checked-In,,,137.94,1379.4,1379.4,0.0
BKG_001389,GST_00191,2025-02-18,2025-02-20,2,3,CH_02,POL_01,Checked-In,,,185.69,557.07,0.0,0.0
BKG_001390,GST_00558,2024-09-13,2024-09-29,16,14,CH_04,POL_05,No-Show,,RSN_06,233.39,3267.46,0.0,2613.97
BKG_001391,GST_00032,2024-02-27,2024-03-15,17,1,CH_03,POL_04,Checked-In,,,124.14,124.14,37.24,0.0
BKG_001392,GST_01413,2025-02-11,2025-02-24,13,2,CH_05,POL_02,Cancelled,2025-02-19,RSN_05,227.97,455.94,0.0,0.0
BKG_001393,GST_00582,2025-01-04,2025-01-14,10,1,CH_05,POL_01,Cancelled,2025-01-07,RSN_06,177.19,177.19,0.0,0.0
BKG_001394,GST_00523,2025-03-17,2025-04-01,15,4,CH_04,POL_04,Checked-In,,,175.58,702.32,210.7,0.0
BKG_001395,GST_01561,2025-01-28,2025-02-06,9,5,CH_02,POL_04,No-Show,,RSN_06,197.59,987.95,296.38,987.95
BKG_001396,GST_00553,2025-03-16,2025-04-05,20,7,CH_01,POL_02,Checked-In,,,152.43,1067.01,0.0,0.0
BKG_001397,GST_01740,2025-05-12,2025-06-01,20,6,CH_02,POL_02,Cancelled,2025-05-13,RSN_02,211.15,1266.9,0.0,0.0
BKG_001398,GST_01420,2024-07-05,2024-07-11,6,14,CH_04,POL_04,Checked-In,,,315.17,4412.38,1323.71,0.0
BKG_001399,GST_00160,2024-02-16,2024-03-06,19,4,CH_02,POL_05,No-Show,,RSN_06,213.32,853.28,0.0,682.62
BKG_001400,GST_01723,2024-05-27,2024-06-12,16,3,CH_03,POL_01,Checked-In,,,125.47,376.41,0.0,0.0
BKG_001401,GST_01535,2024-01-30,2024-02-12,13,5,CH_01,POL_01,Checked-In,,,142.08,710.4,0.0,0.0
BKG_001402,GST_01316,2024-11-07,2024-11-20,13,3,CH_02,POL_05,Checked-In,,,165.48,496.44,0.0,0.0
BKG_001403,GST_01856,2024-02-26,2024-03-20,23,2,CH_02,POL_02,Checked-In,,,319.96,639.92,0.0,0.0
BKG_001404,GST_02102,2024-09-13,2024-10-31,48,3,CH_04,POL_05,Cancelled,2024-10-08,RSN_02,114.59,343.77,0.0,0.0
BKG_001405,GST_00842,2024-12-20,2025-01-02,13,2,CH_05,POL_05,Cancelled,2024-12-23,RSN_02,145.51,291.02,0.0,0.0
BKG_001406,GST_00726,2024-06-10,2024-08-24,75,3,CH_03,POL_02,Checked-In,,,218.57,655.71,0.0,0.0
BKG_001407,GST_01075,2024-09-17,2024-09-19,2,2,CH_01,POL_02,Checked-In,,,244.31,488.62,0.0,0.0
BKG_001408,GST_01167,2024-12-11,2024-12-22,11,5,CH_02,POL_05,Checked-In,,,280.93,1404.65,0.0,0.0
BKG_001409,GST_01789,2024-10-03,2024-10-10,7,2,CH_05,POL_02,Cancelled,2024-10-03,RSN_01,312.23,624.46,0.0,0.0
BKG_001410,GST_00012,2025-05-13,2025-06-30,49,3,CH_01,POL_01,Cancelled,2025-05-16,RSN_03,164.3,492.9,0.0,0.0
BKG_001411,GST_00576,2024-05-04,2024-05-05,1,7,CH_03,POL_05,Checked-In,,,298.9,2092.3,0.0,0.0
BKG_001412,GST_02379,2025-01-25,2025-02-01,7,1,CH_03,POL_01,Checked-In,,,166.27,166.27,0.0,0.0
BKG_001413,GST_01059,2025-05-08,2025-05-17,9,10,CH_01,POL_02,Checked-In,,,184.83,1848.3,0.0,0.0
BKG_001414,GST_01855,2024-12-08,2024-12-11,3,4,CH_06,POL_04,Cancelled,2024-12-10,RSN_02,177.1,708.4,212.52,354.2
BKG_001415,GST_00730,2024-07-29,2024-08-11,13,7,CH_04,POL_05,Checked-In,,,253.88,1777.16,0.0,0.0
BKG_001416,GST_00201,2024-11-03,2024-11-07,4,4,CH_03,POL_05,No-Show,,RSN_06,311.44,1245.76,0.0,996.61
BKG_001417,GST_01721,2025-05-23,2025-06-14,22,5,CH_06,POL_03,Checked-In,,,341.32,1706.6,1706.6,0.0
BKG_001418,GST_00045,2025-02-15,2025-02-25,10,3,CH_04,POL_03,Checked-In,,,83.87,251.61,251.61,0.0
BKG_001419,GST_01893,2024-02-12,2024-03-11,28,2,CH_03,POL_04,Checked-In,,,242.89,485.78,145.73,0.0
BKG_001420,GST_01054,2024-07-10,2024-07-28,18,4,CH_02,POL_02,Cancelled,2024-07-16,RSN_05,363.55,1454.2,0.0,0.0
BKG_001421,GST_01474,2025-01-12,2025-01-17,5,3,CH_01,POL_02,Checked-In,,,293.71,881.13,0.0,0.0
BKG_001422,GST_00469,2024-09-06,2024-09-26,20,1,CH_01,POL_01,Checked-In,,,299.52,299.52,0.0,0.0
BKG_001423,GST_00908,2024-07-27,2024-07-30,3,2,CH_03,POL_04,Checked-In,,,269.41,538.82,161.65,0.0
BKG_001424,GST_00167,2024-10-26,2024-12-08,43,2,CH_01,POL_03,Checked-In,,,324.59,649.18,649.18,0.0
BKG_001425,GST_01959,2024-03-02,2024-03-10,8,3,CH_03,POL_02,Checked-In,,,271.25,813.75,0.0,0.0
BKG_001426,GST_00764,2024-02-05,2024-03-08,32,2,CH_01,POL_05,Checked-In,,,291.61,583.22,0.0,0.0
BKG_001427,GST_00996,2024-04-19,2024-05-14,25,1,CH_01,POL_02,Cancelled,2024-04-28,RSN_02,107.55,107.55,0.0,0.0
BKG_001428,GST_02000,2025-05-18,2025-05-22,4,1,CH_03,POL_03,Checked-In,,,346.09,346.09,346.09,0.0
BKG_001429,GST_01863,2025-01-04,2025-02-01,28,1,CH_01,POL_02,Cancelled,2025-01-07,RSN_02,238.46,238.46,0.0,0.0
BKG_001430,GST_00350,2025-04-12,2025-04-23,11,2,CH_01,POL_04,Cancelled,2025-04-19,RSN_04,88.99,177.98,53.39,0.0
BKG_001431,GST_01195,2024-05-09,2024-05-19,10,6,CH_02,POL_01,Checked-In,,,186.06,1116.36,0.0,0.0
BKG_001432,GST_02273,2025-03-21,2025-03-26,5,2,CH_01,POL_04,Cancelled,2025-03-23,RSN_01,144.21,288.42,86.53,144.21
BKG_001433,GST_00180,2025-04-03,2025-04-26,23,2,CH_01,POL_01,Checked-In,,,271.2,542.4,0.0,0.0
BKG_001434,GST_01313,2024-08-31,2024-09-07,7,7,CH_02,POL_02,Cancelled,2024-09-04,RSN_02,90.94,636.58,0.0,0.0
BKG_001435,GST_01695,2024-03-17,2024-03-22,5,3,CH_05,POL_02,Cancelled,2024-03-18,RSN_03,271.2,813.6,0.0,0.0
BKG_001436,GST_01831,2024-01-27,2024-02-25,29,3,CH_04,POL_05,Checked-In,,,209.92,629.76,0.0,0.0
BKG_001437,GST_02198,2024-01-31,2024-03-16,45,2,CH_01,POL_02,Cancelled,2024-02-09,RSN_05,208.77,417.54,0.0,0.0
BKG_001438,GST_00732,2024-07-23,2024-07-31,8,4,CH_03,POL_04,Checked-In,,,186.06,744.24,223.27,0.0
BKG_001439,GST_00372,2024-07-20,2024-08-31,42,2,CH_01,POL_01,Checked-In,,,136.71,273.42,0.0,0.0
BKG_001440,GST_01555,2025-04-24,2025-05-29,35,2,CH_03,POL_03,Checked-In,,,122.16,244.32,244.32,0.0
BKG_001441,GST_01553,2024-12-19,2025-01-09,21,2,CH_01,POL_01,Cancelled,2025-01-01,RSN_02,238.79,477.58,0.0,0.0
BKG_001442,GST_01255,2025-01-29,2025-03-12,42,3,CH_03,POL_04,Checked-In,,,188.09,564.27,169.28,0.0
BKG_001443,GST_01112,2025-01-24,2025-02-27,34,1,CH_01,POL_01,Checked-In,,,226.52,226.52,0.0,0.0
BKG_001444,GST_02266,2024-04-17,2024-05-19,32,1,CH_02,POL_02,Cancelled,2024-05-02,RSN_06,374.98,374.98,0.0,0.0
BKG_001445,GST_01915,2024-10-05,2024-10-06,1,1,CH_02,POL_02,Checked-In,,,216.5,216.5,0.0,0.0
BKG_001446,GST_00323,2024-11-08,2024-11-12,4,3,CH_02,POL_02,Cancelled,2024-11-11,RSN_06,204.39,613.17,0.0,613.17
BKG_001447,GST_01684,2025-01-29,2025-02-07,9,2,CH_01,POL_04,Checked-In,,,248.81,497.62,149.29,0.0
BKG_001448,GST_02207,2025-01-18,2025-03-01,42,3,CH_02,POL_05,Cancelled,2025-02-21,RSN_05,121.13,363.39,0.0,0.0
BKG_001449,GST_01412,2024-03-11,2024-03-22,11,10,CH_03,POL_03,Cancelled,2024-03-12,RSN_01,328.71,3287.1,3287.1,3287.1
BKG_001450,GST_00169,2024-09-02,2024-10-09,37,3,CH_01,POL_05,Checked-In,,,186.27,558.81,0.0,0.0
BKG_001451,GST_02390,2024-09-05,2024-09-13,8,14,CH_02,POL_02,Cancelled,2024-09-10,RSN_02,222.41,3113.74,0.0,0.0
BKG_001452,GST_00679,2024-11-08,2024-11-11,3,4,CH_05,POL_04,Checked-In,,,217.22,868.88,260.66,0.0
BKG_001453,GST_00508,2024-12-19,2024-12-20,1,5,CH_04,POL_03,Checked-In,,,325.28,1626.4,1626.4,0.0
BKG_001454,GST_00856,2025-05-02,2025-05-03,1,2,CH_06,POL_04,No-Show,,RSN_06,136.73,273.46,82.04,273.46
BKG_001455,GST_02279,2025-02-12,2025-05-04,81,4,CH_05,POL_01,Checked-In,,,295.48,1181.92,0.0,0.0
BKG_001456,GST_02186,2025-03-29,2025-04-17,19,1,CH_02,POL_02,Cancelled,2025-04-04,RSN_06,248.86,248.86,0.0,0.0
BKG_001457,GST_02084,2024-06-03,2024-06-15,12,4,CH_01,POL_01,Cancelled,2024-06-05,RSN_02,278.49,1113.96,0.0,0.0
BKG_001458,GST_01504,2024-05-29,2024-09-06,100,2,CH_03,POL_03,No-Show,,RSN_06,134.32,268.64,268.64,268.64
BKG_001459,GST_02328,2025-02-25,2025-03-10,13,3,CH_03,POL_02,Checked-In,,,137.74,413.22,0.0,0.0
BKG_001460,GST_00988,2024-08-20,2024-09-13,24,4,CH_01,POL_04,Checked-In,,,120.58,482.32,144.7,0.0
BKG_001461,GST_00243,2025-03-05,2025-03-23,18,3,CH_04,POL_03,Checked-In,,,131.23,393.69,393.69,0.0
BKG_001462,GST_02001,2025-05-09,2025-05-10,1,10,CH_02,POL_04,Checked-In,,,329.27,3292.7,987.81,0.0
BKG_001463,GST_01903,2024-03-29,2024-05-15,47,1,CH_02,POL_03,Checked-In,,,312.48,312.48,312.48,0.0
BKG_001464,GST_01296,2024-02-24,2024-04-21,57,3,CH_02,POL_03,Checked-In,,,138.58,415.74,415.74,0.0
BKG_001465,GST_02091,2024-12-26,2025-01-10,15,1,CH_04,POL_04,Checked-In,,,282.16,282.16,84.65,0.0
BKG_001466,GST_02082,2024-05-09,2024-06-10,32,3,CH_03,POL_03,Checked-In,,,292.01,876.03,876.03,0.0
BKG_001467,GST_00204,2025-01-13,2025-02-16,34,3,CH_06,POL_04,Checked-In,,,334.39,1003.17,300.95,0.0
BKG_001468,GST_02372,2024-06-19,2024-09-11,84,4,CH_01,POL_02,Checked-In,,,306.53,1226.12,0.0,0.0
BKG_001469,GST_00907,2025-04-07,2025-04-17,10,4,CH_03,POL_01,Checked-In,,,172.1,688.4,0.0,0.0
BKG_001470,GST_00859,2025-02-09,2025-02-13,4,1,CH_05,POL_01,Checked-In,,,135.68,135.68,0.0,0.0
BKG_001471,GST_01124,2024-04-14,2024-04-29,15,2,CH_03,POL_04,Checked-In,,,238.07,476.14,142.84,0.0
BKG_001472,GST_01384,2025-03-05,2025-04-02,28,2,CH_02,POL_05,No-Show,,RSN_06,330.31,660.62,0.0,528.5
BKG_001473,GST_01862,2024-04-24,2024-05-02,8,3,CH_02,POL_02,Cancelled,2024-04-26,RSN_05,285.88,857.64,0.0,0.0
BKG_001474,GST_02073,2025-05-22,2025-06-23,32,3,CH_03,POL_01,Checked-In,,,252.36,757.08,0.0,0.0
BKG_001475,GST_02103,2024-05-12,2024-05-19,7,5,CH_01,POL_04,Checked-In,,,383.53,1917.65,575.29,0.0
BKG_001476,GST_01933,2024-09-02,2024-09-07,5,3,CH_05,POL_01,Cancelled,2024-09-02,RSN_03,142.34,427.02,0.0,0.0
BKG_001477,GST_01615,2025-03-04,2025-03-25,21,3,CH_05,POL_02,Checked-In,,,96.81,290.43,0.0,0.0
BKG_001478,GST_01256,2024-09-29,2024-10-08,9,5,CH_02,POL_04,Checked-In,,,235.97,1179.85,353.95,0.0
BKG_001479,GST_01595,2024-07-14,2024-08-08,25,1,CH_06,POL_05,Checked-In,,,108.06,108.06,0.0,0.0
BKG_001480,GST_00180,2024-08-15,2024-08-26,11,2,CH_03,POL_01,Checked-In,,,158.65,317.3,0.0,0.0
BKG_001481,GST_01567,2024-04-02,2024-04-21,19,6,CH_06,POL_03,Checked-In,,,375.86,2255.16,2255.16,0.0
BKG_001482,GST_00074,2024-06-05,2024-06-12,7,2,CH_01,POL_01,Checked-In,,,237.86,475.72,0.0,0.0
BKG_001483,GST_01892,2024-11-11,2024-11-27,16,5,CH_02,POL_01,Checked-In,,,335.16,1675.8,0.0,0.0
BKG_001484,GST_02493,2024-10-31,2024-11-16,16,3,CH_02,POL_04,Checked-In,,,117.63,352.89,105.87,0.0
BKG_001485,GST_02300,2024-05-05,2024-07-04,60,3,CH_01,POL_01,Cancelled,2024-05-10,RSN_02,98.29,294.87,0.0,0.0
BKG_001486,GST_00574,2025-05-25,2025-06-30,41,2,CH_03,POL_01,Checked-In,,,163.67,327.34,0.0,0.0
BKG_001487,GST_01219,2024-12-29,2025-02-14,47,1,CH_02,POL_01,Cancelled,2025-01-20,RSN_06,162.01,162.01,0.0,0.0
BKG_001488,GST_01985,2024-08-28,2024-09-16,19,4,CH_05,POL_02,Cancelled,2024-09-14,RSN_02,111.86,447.44,0.0,0.0
