booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,policy_id,status,total_room_revenue,number_of_rooms,adults_count,children_count,cancellation_date,cancellation_reason_code,gross_revenue,gross_room_revenue,commission_amount,net_room_revenue,penalty_charged,deposit_paid
BKG_002753,G_01259,2024-06-21,2024-06-26,2024-07-02,RT_STD,RC_RACK,CH_CORP,Leisure,POL_NONREF,Checked-In,15000.0,1,2,0,,,15000.0,15000.0,0.0,15000.0,0.0,1.0
BKG_002754,G_00612,2024-06-21,2024-06-27,2024-07-08,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Checked-In,27500.0,1,2,0,,,27500.0,27500.0,4125.0,23375.0,0.0,0.0
BKG_002755,G_05844,2024-06-21,2024-07-03,2024-07-17,RT_STD,RC_NONREF,CH_BKG,Leisure,POL_48H,Checked-In,26250.0,1,2,0,,,26250.0,26250.0,3937.5,22312.5,0.0,0.0
BKG_002756,G_03511,2024-06-21,2024-07-04,2024-07-11,RT_STD,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-07-01,RSN_06,14875.0,0.0,0.0,0.0,0.0,0.0
BKG_002757,G_01952,2024-06-21,2024-07-08,2024-07-22,RT_STD,RC_RACK,CH_DIR,Leisure,POL_NONREF,Checked-In,35000.0,1,2,0,,,35000.0,35000.0,0.0,35000.0,0.0,1.0
BKG_002758,G_05267,2024-06-21,2024-07-12,2024-07-23,RT_OCN,RC_PROMO,CH_BKG,Leisure,POL_NONREF,Checked-In,46750.0,1,1,1,,,46750.0,46750.0,7012.5,39737.5,0.0,1.0
BKG_002759,G_05849,2024-06-21,2024-07-15,2024-07-16,RT_STD,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,2500.0,1,2,0,,,2500.0,2500.0,0.0,2500.0,0.0,1.0
BKG_002760,G_05709,2024-06-21,2024-07-21,2024-07-28,RT_STD,RC_NONREF,CH_EXP,Group,POL_FLEX,Checked-In,13125.0,1,2,0,,,13125.0,13125.0,2362.5,10762.5,0.0,0.0
BKG_002761,G_05920,2024-06-21,2024-07-25,2024-08-05,RT_DLX,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,41800.0,1,1,1,,,41800.0,41800.0,0.0,41800.0,0.0,1.0
BKG_002762,G_01014,2024-06-21,2024-08-20,2024-08-28,RT_DLX,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Checked-In,25840.0,1,2,0,,,25840.0,25840.0,0.0,25840.0,0.0,0.0
BKG_002763,G_01133,2024-06-21,2024-09-02,2024-09-12,RT_DLX,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,1,0,2024-07-27,RSN_01,38000.0,0.0,0.0,0.0,0.0,0.0
BKG_002764,G_02824,2024-06-21,2024-09-05,2024-09-18,RT_STD,RC_NONREF,CH_EXP,Leisure,POL_48H,Checked-In,24375.0,1,1,1,,,24375.0,24375.0,4387.5,19987.5,0.0,0.0
BKG_002765,G_02072,2024-06-21,2025-02-20,2025-02-25,RT_STD,RC_NONREF,CH_BKG,Leisure,POL_48H,Checked-In,9375.0,1,1,0,,,9375.0,9375.0,1406.25,7968.75,0.0,0.0
BKG_002766,G_01810,2024-06-22,2024-06-22,2024-06-23,RT_DLX,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,3040.0,1,2,1,,,3040.0,3040.0,0.0,3040.0,0.0,0.0
BKG_002767,G_03703,2024-06-22,2024-06-23,2024-06-28,RT_SUI,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,30000.0,1,1,2,,,30000.0,30000.0,0.0,30000.0,0.0,0.0
BKG_002768,G_05024,2024-06-22,2024-06-24,2024-06-28,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,8000.0,1,1,0,,,8000.0,8000.0,0.0,8000.0,0.0,0.0
BKG_002769,G_00236,2024-06-22,2024-06-24,2024-06-27,RT_SUI,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,18000.0,1,1,1,,,18000.0,18000.0,0.0,18000.0,0.0,0.0
BKG_002770,G_05488,2024-06-22,2024-06-24,2024-06-29,RT_STD,RC_CORP,CH_DIR,Business,POL_FLEX,Checked-In,10000.0,1,1,1,,,10000.0,10000.0,0.0,10000.0,0.0,0.0
BKG_002771,G_05180,2024-06-22,2024-07-09,2024-07-11,RT_STD,RC_PROMO,CH_DIR,Group,POL_NONREF,Checked-In,4250.0,1,2,0,,,4250.0,4250.0,0.0,4250.0,0.0,1.0
BKG_002772,G_05322,2024-06-22,2024-07-15,2024-07-23,RT_STD,RC_RACK,CH_DIR,Leisure,POL_NONREF,Checked-In,20000.0,1,2,0,,,20000.0,20000.0,0.0,20000.0,0.0,1.0
BKG_002773,G_04019,2024-06-22,2024-07-17,2024-07-22,RT_OCN,RC_PROMO,CH_BKG,Leisure,POL_FLEX,Checked-In,21250.0,1,1,2,,,21250.0,21250.0,3187.5,18062.5,0.0,0.0
BKG_002774,G_00366,2024-06-22,2024-07-24,2024-08-03,RT_SUI,RC_PROMO,CH_CORP,Leisure,POL_FLEX,Cancelled,0.0,1,2,1,2024-06-25,RSN_02,63750.0,0.0,0.0,0.0,0.0,0.0
BKG_002775,G_01064,2024-06-22,2024-08-01,2024-08-08,RT_STD,RC_NONREF,CH_BKG,Group,POL_NONREF,Checked-In,13125.0,1,2,0,,,13125.0,13125.0,1968.75,11156.25,0.0,1.0
BKG_002776,G_02183,2024-06-22,2024-08-16,2024-08-30,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-07-11,RSN_02,35000.0,0.0,0.0,0.0,0.0,0.0
BKG_002777,G_04557,2024-06-22,2024-08-18,2024-08-24,RT_STD,RC_RACK,CH_BKG,Leisure,POL_48H,Checked-In,15000.0,1,2,0,,,15000.0,15000.0,2250.0,12750.0,0.0,0.0
BKG_002778,G_03649,2024-06-22,2024-08-29,2024-09-04,RT_STD,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,15000.0,1,2,0,,,15000.0,15000.0,0.0,15000.0,0.0,0.0
BKG_002779,G_02584,2024-06-22,2024-09-23,2024-09-24,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,1,1,2024-07-13,RSN_01,2500.0,0.0,0.0,0.0,0.0,0.0
BKG_002780,G_03608,2024-06-22,2024-09-26,2024-10-08,RT_STD,RC_NONREF,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,1,1,2024-08-26,RSN_01,22500.0,0.0,0.0,0.0,0.0,0.0
BKG_002781,G_03105,2024-06-22,2024-09-30,2024-10-02,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,1,0,2024-08-18,RSN_01,5000.0,0.0,0.0,0.0,0.0,0.0
BKG_002782,G_01350,2024-06-22,2024-10-08,2024-10-14,RT_STD,RC_NONREF,CH_BKG,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-09-29,RSN_01,11250.0,0.0,0.0,0.0,0.0,0.0
BKG_002783,G_03452,2024-06-22,2024-11-12,2024-11-18,RT_SUI,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Checked-In,38250.0,1,2,1,,,38250.0,38250.0,0.0,38250.0,0.0,0.0
BKG_002784,G_04411,2024-06-23,2024-06-23,2024-06-24,RT_DLX,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,3040.0,1,1,2,,,3040.0,3040.0,0.0,3040.0,0.0,0.0
BKG_002785,G_02876,2024-06-23,2024-06-24,2024-06-25,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,2000.0,1,1,1,,,2000.0,2000.0,0.0,2000.0,0.0,0.0
BKG_002786,G_03490,2024-06-23,2024-06-24,2024-06-27,RT_OCN,RC_CORP,CH_DIR,Business,POL_FLEX,Checked-In,12000.0,1,1,0,,,12000.0,12000.0,0.0,12000.0,0.0,0.0
BKG_002787,G_03737,2024-06-23,2024-06-25,2024-06-30,RT_OCN,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,20000.0,1,2,1,,,20000.0,20000.0,0.0,20000.0,0.0,0.0
BKG_002788,G_02714,2024-06-23,2024-06-25,2024-07-05,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Checked-In,25000.0,1,1,1,,,25000.0,25000.0,3750.0,21250.0,0.0,0.0
BKG_002789,G_00857,2024-06-23,2024-06-25,2024-06-30,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,10000.0,1,2,0,,,10000.0,10000.0,0.0,10000.0,0.0,0.0
BKG_002790,G_04802,2024-06-23,2024-06-26,2024-06-30,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,8000.0,1,1,0,,,8000.0,8000.0,0.0,8000.0,0.0,0.0
BKG_002791,G_02948,2024-06-23,2024-06-26,2024-06-27,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,2000.0,1,1,1,,,2000.0,2000.0,0.0,2000.0,0.0,0.0
BKG_002792,G_00072,2024-06-23,2024-06-26,2024-06-27,RT_SUI,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,6000.0,1,2,0,,,6000.0,6000.0,0.0,6000.0,0.0,0.0
BKG_002793,G_05045,2024-06-23,2024-06-30,2024-07-08,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Checked-In,20000.0,1,2,0,,,20000.0,20000.0,3000.0,17000.0,0.0,0.0
BKG_002794,G_00080,2024-06-23,2024-07-09,2024-07-15,RT_SUI,RC_RACK,CH_DIR,Group,POL_FLEX,Cancelled,0.0,1,1,1,2024-07-06,RSN_05,45000.0,0.0,0.0,0.0,0.0,1.0
BKG_002795,G_05529,2024-06-23,2024-07-19,2024-08-01,RT_DLX,RC_PROMO,CH_BKG,Leisure,POL_NONREF,Checked-In,41990.0,1,1,0,,,41990.0,41990.0,6298.5,35691.5,0.0,1.0
BKG_002796,G_00599,2024-06-23,2024-07-20,2024-07-25,RT_STD,RC_PROMO,CH_EXP,Group,POL_FLEX,Cancelled,0.0,1,1,0,2024-07-03,RSN_02,10625.0,0.0,0.0,0.0,0.0,0.0
BKG_002797,G_00767,2024-06-23,2024-07-21,2024-07-27,RT_STD,RC_NONREF,CH_BKG,Leisure,POL_FLEX,Checked-In,11250.0,1,2,0,,,11250.0,11250.0,1687.5,9562.5,0.0,0.0
BKG_002798,G_04808,2024-06-23,2024-08-03,2024-08-10,RT_DLX,RC_PROMO,CH_DIR,Leisure,POL_48H,Checked-In,22610.0,1,2,1,,,22610.0,22610.0,0.0,22610.0,0.0,1.0
BKG_002799,G_00568,2024-06-23,2024-08-05,2024-08-13,RT_STD,RC_CORP,CH_DIR,Leisure,POL_FLEX,Checked-In,16000.0,1,2,0,,,16000.0,16000.0,0.0,16000.0,0.0,0.0
BKG_002800,G_01568,2024-06-23,2024-08-12,2024-08-13,RT_STD,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,2500.0,1,1,1,,,2500.0,2500.0,0.0,2500.0,0.0,1.0
BKG_002801,G_04605,2024-06-23,2024-08-13,2024-08-19,RT_STD,RC_PROMO,CH_BKG,Leisure,POL_FLEX,Checked-In,12750.0,1,2,0,,,12750.0,12750.0,1912.5,10837.5,0.0,0.0
BKG_002802,G_03096,2024-06-23,2024-08-17,2024-08-29,RT_STD,RC_RACK,CH_BKG,Leisure,POL_48H,Checked-In,30000.0,1,1,0,,,30000.0,30000.0,4500.0,25500.0,0.0,0.0
BKG_002803,G_03940,2024-06-23,2024-09-01,2024-09-13,RT_SUI,RC_PROMO,CH_DIR,Leisure,POL_48H,Checked-In,76500.0,1,1,1,,,76500.0,76500.0,0.0,76500.0,0.0,0.0
BKG_002804,G_03396,2024-06-23,2024-09-05,2024-09-12,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Checked-In,17500.0,1,1,0,,,17500.0,17500.0,3150.0,14350.0,0.0,0.0
BKG_002805,G_01721,2024-06-23,2024-09-06,2024-09-11,RT_DLX,RC_PROMO,CH_EXP,Leisure,POL_FLEX,Checked-In,16150.0,1,1,2,,,16150.0,16150.0,2907.0,13243.0,0.0,0.0
BKG_002806,G_05366,2024-06-23,2024-09-22,2024-09-26,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-08-10,RSN_01,10000.0,0.0,0.0,0.0,0.0,0.0
BKG_002807,G_05650,2024-06-23,2024-10-24,2024-10-31,RT_STD,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,17500.0,1,2,0,,,17500.0,17500.0,0.0,17500.0,0.0,0.0
BKG_002808,G_04382,2024-06-24,2024-06-26,2024-06-30,RT_OCN,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,16000.0,1,1,0,,,16000.0,16000.0,0.0,16000.0,0.0,0.0
BKG_002809,G_00136,2024-06-24,2024-06-27,2024-06-28,RT_SUI,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,6000.0,1,1,1,,,6000.0,6000.0,0.0,6000.0,0.0,0.0
BKG_002810,G_03568,2024-06-24,2024-07-05,2024-07-12,RT_STD,RC_CORP,CH_EXP,Group,POL_FLEX,Cancelled,0.0,1,2,0,2024-06-29,RSN_02,14000.0,0.0,0.0,0.0,0.0,0.0
BKG_002811,G_01550,2024-06-24,2024-07-18,2024-07-31,RT_STD,RC_PROMO,CH_BKG,Group,POL_FLEX,Checked-In,27625.0,1,1,1,,,27625.0,27625.0,4143.75,23481.25,0.0,0.0
BKG_002812,G_01311,2024-06-24,2024-07-18,2024-07-28,RT_DLX,RC_PROMO,CH_EXP,Leisure,POL_FLEX,Checked-In,32300.0,1,2,0,,,32300.0,32300.0,5814.0,26486.0,0.0,0.0
BKG_002813,G_01548,2024-06-24,2024-07-20,2024-07-21,RT_STD,RC_NONREF,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-06-25,RSN_03,1875.0,0.0,0.0,0.0,0.0,0.0
BKG_002814,G_02655,2024-06-24,2024-08-04,2024-08-15,RT_STD,RC_RACK,CH_DIR,Leisure,POL_48H,Checked-In,27500.0,1,2,0,,,27500.0,27500.0,0.0,27500.0,0.0,0.0
BKG_002815,G_03505,2024-06-24,2024-09-09,2024-09-16,RT_OCN,RC_RACK,CH_BKG,Leisure,POL_NONREF,Checked-In,35000.0,1,2,1,,,35000.0,35000.0,5250.0,29750.0,0.0,1.0
BKG_002816,G_05322,2024-06-24,2024-09-13,2024-09-27,RT_STD,RC_RACK,CH_BKG,Group,POL_FLEX,Checked-In,35000.0,1,1,0,,,35000.0,35000.0,5250.0,29750.0,0.0,0.0
BKG_002817,G_05111,2024-06-24,2024-09-20,2024-09-22,RT_OCN,RC_PROMO,CH_BKG,Leisure,POL_48H,Checked-In,8500.0,1,1,0,,,8500.0,8500.0,1275.0,7225.0,0.0,0.0
BKG_002818,G_00191,2024-06-24,2024-10-14,2024-10-22,RT_SUI,RC_NONREF,CH_BKG,Leisure,POL_FLEX,Cancelled,0.0,1,2,1,2024-10-11,RSN_01,45000.0,0.0,0.0,0.0,0.0,0.0
BKG_002819,G_02777,2024-06-24,2024-10-18,2024-10-24,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Checked-In,15000.0,1,2,0,,,15000.0,15000.0,2250.0,12750.0,0.0,0.0
BKG_002820,G_04087,2024-06-24,2024-10-18,2024-10-19,RT_OCN,RC_CORP,CH_CORP,Leisure,POL_FLEX,Checked-In,4000.0,1,2,1,,,4000.0,4000.0,0.0,4000.0,0.0,0.0
BKG_002821,G_02657,2024-06-24,2024-11-24,2024-12-03,RT_DLX,RC_PROMO,CH_EXP,Leisure,POL_NONREF,Checked-In,29070.0,1,2,1,,,29070.0,29070.0,5232.6,23837.4,0.0,1.0
BKG_002822,G_03305,2024-06-24,2024-11-28,2024-12-10,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-10-13,RSN_01,30000.0,0.0,0.0,0.0,0.0,0.0
BKG_002823,G_04233,2024-06-24,2024-12-16,2024-12-23,RT_STD,RC_PROMO,CH_DIR,Leisure,POL_NONREF,Cancelled,14875.0,1,2,0,2024-07-16,RSN_04,14875.0,14875.0,0.0,14875.0,14875.0,1.0
BKG_002824,G_01080,2024-06-24,2025-03-05,2025-03-19,RT_STD,RC_PROMO,CH_BKG,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2025-01-20,RSN_01,29750.0,0.0,0.0,0.0,0.0,0.0
BKG_002825,G_04422,2024-06-25,2024-06-25,2024-06-26,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,2000.0,1,1,1,,,2000.0,2000.0,0.0,2000.0,0.0,0.0
BKG_002826,G_03258,2024-06-25,2024-06-26,2024-06-29,RT_STD,RC_CORP,CH_DIR,Business,POL_FLEX,Checked-In,6000.0,1,2,0,,,6000.0,6000.0,0.0,6000.0,0.0,0.0
BKG_002827,G_03590,2024-06-25,2024-07-11,2024-07-16,RT_DLX,RC_PROMO,CH_DIR,Leisure,POL_48H,Checked-In,16150.0,1,1,0,,,16150.0,16150.0,0.0,16150.0,0.0,1.0
BKG_002828,G_03204,2024-06-25,2024-07-13,2024-07-21,RT_DLX,RC_RACK,CH_EXP,Leisure,POL_FLEX,Cancelled,0.0,1,1,1,2024-06-28,RSN_06,30400.0,0.0,0.0,0.0,0.0,0.0
BKG_002829,G_02465,2024-06-25,2024-07-27,2024-08-03,RT_STD,RC_PROMO,CH_EXP,Leisure,POL_FLEX,Checked-In,14875.0,1,2,0,,,14875.0,14875.0,2677.5,12197.5,0.0,0.0
BKG_002830,G_05603,2024-06-25,2024-08-19,2024-08-20,RT_STD,RC_PROMO,CH_CORP,Leisure,POL_NONREF,No-Show,2125.0,1,1,0,,,2125.0,2125.0,0.0,2125.0,2125.0,1.0
BKG_002831,G_03409,2024-06-25,2024-08-23,2024-08-28,RT_STD,RC_RACK,CH_CORP,Leisure,POL_NONREF,Checked-In,12500.0,1,1,1,,,12500.0,12500.0,0.0,12500.0,0.0,1.0
BKG_002832,G_03406,2024-06-25,2024-08-24,2024-09-02,RT_SUI,RC_NONREF,CH_CORP,Leisure,POL_FLEX,Checked-In,50625.0,1,1,0,,,50625.0,50625.0,0.0,50625.0,0.0,0.0
BKG_002833,G_01157,2024-06-25,2024-08-28,2024-09-01,RT_STD,RC_PROMO,CH_BKG,Leisure,POL_FLEX,Checked-In,8500.0,1,2,0,,,8500.0,8500.0,1275.0,7225.0,0.0,0.0
BKG_002834,G_04358,2024-06-25,2024-08-31,2024-09-03,RT_STD,RC_RACK,CH_BKG,Leisure,POL_FLEX,Cancelled,0.0,1,2,0,2024-08-16,RSN_01,7500.0,0.0,0.0,0.0,0.0,0.0
BKG_002835,G_05932,2024-06-25,2024-09-18,2024-09-28,RT_OCN,RC_PROMO,CH_BKG,Group,POL_FLEX,Cancelled,0.0,1,2,1,2024-07-14,RSN_01,42500.0,0.0,0.0,0.0,0.0,0.0
BKG_002836,G_05568,2024-06-25,2024-09-21,2024-09-25,RT_OCN,RC_CORP,CH_BKG,Leisure,POL_48H,Checked-In,16000.0,1,1,2,,,16000.0,16000.0,2400.0,13600.0,0.0,0.0
BKG_002837,G_02508,2024-06-25,2024-09-26,2024-10-02,RT_STD,RC_PROMO,CH_DIR,Leisure,POL_48H,Checked-In,12750.0,1,1,1,,,12750.0,12750.0,0.0,12750.0,0.0,1.0
BKG_002838,G_00309,2024-06-25,2024-09-27,2024-09-29,RT_SUI,RC_RACK,CH_DIR,Leisure,POL_FLEX,Cancelled,0.0,1,2,2,2024-09-24,RSN_02,15000.0,0.0,0.0,0.0,0.0,0.0
BKG_002839,G_04345,2024-06-25,2024-11-06,2024-11-19,RT_OCN,RC_RACK,CH_DIR,Group,POL_NONREF,Checked-In,65000.0,1,2,1,,,65000.0,65000.0,0.0,65000.0,0.0,1.0
BKG_002840,G_02233,2024-06-26,2024-06-26,2024-06-28,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,4000.0,1,2,0,,,4000.0,4000.0,0.0,4000.0,0.0,0.0
BKG_002841,G_03279,2024-06-26,2024-06-29,2024-07-12,RT_STD,RC_PROMO,CH_CORP,Leisure,POL_NONREF,Checked-In,27625.0,1,2,0,,,27625.0,27625.0,0.0,27625.0,0.0,1.0
BKG_002842,G_00208,2024-06-26,2024-07-07,2024-07-15,RT_SUI,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Cancelled,0.0,1,2,1,2024-07-04,RSN_06,51000.0,0.0,0.0,0.0,0.0,1.0
BKG_002843,G_01760,2024-06-26,2024-08-06,2024-08-18,RT_STD,RC_PROMO,CH_BKG,Group,POL_NONREF,Checked-In,25500.0,1,2,0,,,25500.0,25500.0,3825.0,21675.0,0.0,1.0
BKG_002844,G_05087,2024-06-26,2024-08-10,2024-08-18,RT_SUI,RC_PROMO,CH_BKG,Leisure,POL_NONREF,Checked-In,51000.0,1,1,1,,,51000.0,51000.0,7650.0,43350.0,0.0,1.0
BKG_002845,G_01958,2024-06-26,2024-08-27,2024-09-02,RT_STD,RC_NONREF,CH_CORP,Leisure,POL_FLEX,Checked-In,11250.0,1,1,0,,,11250.0,11250.0,0.0,11250.0,0.0,0.0
BKG_002846,G_00684,2024-06-26,2024-09-14,2024-09-25,RT_STD,RC_NONREF,CH_BKG,Group,POL_FLEX,Checked-In,20625.0,1,1,0,,,20625.0,20625.0,3093.75,17531.25,0.0,0.0
BKG_002847,G_02731,2024-06-26,2024-09-18,2024-09-21,RT_STD,RC_RACK,CH_CORP,Leisure,POL_NONREF,Checked-In,7500.0,1,1,1,,,7500.0,7500.0,0.0,7500.0,0.0,1.0
BKG_002848,G_03912,2024-06-26,2024-09-21,2024-09-25,RT_STD,RC_NONREF,CH_DIR,Leisure,POL_NONREF,Checked-In,7500.0,1,1,1,,,7500.0,7500.0,0.0,7500.0,0.0,1.0
BKG_002849,G_02975,2024-06-26,2024-09-29,2024-10-01,RT_SUI,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,15000.0,1,1,0,,,15000.0,15000.0,0.0,15000.0,0.0,1.0
BKG_002850,G_05412,2024-06-26,2024-10-16,2024-10-24,RT_STD,RC_RACK,CH_EXP,Leisure,POL_FLEX,Checked-In,20000.0,1,2,0,,,20000.0,20000.0,3600.0,16400.0,0.0,0.0
BKG_002851,G_02471,2024-06-27,2024-06-27,2024-07-01,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,8000.0,1,1,0,,,8000.0,8000.0,0.0,8000.0,0.0,0.0
BKG_002852,G_03630,2024-06-27,2024-06-30,2024-07-03,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,No-Show,2000.0,1,2,0,,,6000.0,2000.0,0.0,2000.0,2000.0,0.0
BKG_002853,G_01099,2024-06-27,2024-07-07,2024-07-18,RT_SUI,RC_RACK,CH_BKG,Leisure,POL_FLEX,Checked-In,82500.0,1,1,1,,,82500.0,82500.0,12375.0,70125.0,0.0,0.0
BKG_002854,G_04232,2024-06-27,2024-07-10,2024-07-23,RT_STD,RC_PROMO,CH_EXP,Leisure,POL_NONREF,Checked-In,27625.0,1,2,0,,,27625.0,27625.0,4972.5,22652.5,0.0,1.0
BKG_002855,G_01952,2024-06-27,2024-07-26,2024-07-29,RT_STD,RC_RACK,CH_EXP,Leisure,POL_NONREF,Checked-In,7500.0,1,1,0,,,7500.0,7500.0,1350.0,6150.0,0.0,1.0
BKG_002856,G_04101,2024-06-27,2024-07-26,2024-07-31,RT_DLX,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Checked-In,16150.0,1,1,1,,,16150.0,16150.0,0.0,16150.0,0.0,1.0
BKG_002857,G_01430,2024-06-27,2024-07-26,2024-08-08,RT_DLX,RC_NONREF,CH_BKG,Leisure,POL_FLEX,Checked-In,37050.0,1,2,1,,,37050.0,37050.0,5557.5,31492.5,0.0,0.0
BKG_002858,G_04798,2024-06-27,2024-07-31,2024-08-11,RT_STD,RC_RACK,CH_DIR,Leisure,POL_FLEX,Checked-In,27500.0,1,2,0,,,27500.0,27500.0,0.0,27500.0,0.0,1.0
BKG_002859,G_01456,2024-06-27,2024-08-02,2024-08-12,RT_STD,RC_CORP,CH_EXP,Leisure,POL_FLEX,Checked-In,20000.0,1,2,0,,,20000.0,20000.0,3600.0,16400.0,0.0,0.0
BKG_002860,G_03624,2024-06-27,2024-08-03,2024-08-10,RT_DLX,RC_RACK,CH_EXP,Leisure,POL_NONREF,Checked-In,26600.0,1,2,1,,,26600.0,26600.0,4788.0,21812.0,0.0,1.0
BKG_002861,G_05724,2024-06-27,2024-08-04,2024-08-12,RT_DLX,RC_PROMO,CH_CORP,Group,POL_NONREF,Checked-In,25840.0,1,2,0,,,25840.0,25840.0,0.0,25840.0,0.0,1.0
BKG_002862,G_01308,2024-06-27,2024-08-19,2024-08-24,RT_STD,RC_NONREF,CH_DIR,Leisure,POL_FLEX,Checked-In,9375.0,1,1,1,,,9375.0,9375.0,0.0,9375.0,0.0,1.0
BKG_002863,G_01016,2024-06-27,2024-09-24,2024-09-27,RT_DLX,RC_RACK,CH_EXP,Leisure,POL_NONREF,Checked-In,11400.0,1,1,2,,,11400.0,11400.0,2052.0,9348.0,0.0,1.0
BKG_002864,G_01786,2024-06-27,2024-10-29,2024-11-06,RT_SUI,RC_NONREF,CH_DIR,Leisure,POL_FLEX,Checked-In,45000.0,1,2,2,,,45000.0,45000.0,0.0,45000.0,0.0,1.0
BKG_002865,G_05938,2024-06-27,2024-11-22,2024-11-26,RT_SUI,RC_PROMO,CH_BKG,Leisure,POL_FLEX,Checked-In,25500.0,1,2,1,,,25500.0,25500.0,3825.0,21675.0,0.0,0.0
BKG_002866,G_04462,2024-06-28,2024-06-28,2024-06-30,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,4000.0,1,1,1,,,4000.0,4000.0,0.0,4000.0,0.0,0.0
BKG_002867,G_02409,2024-06-28,2024-07-01,2024-07-05,RT_STD,RC_CORP,CH_CORP,Business,POL_FLEX,Checked-In,8000.0,1,1,1,,,8000.0,8000.0,0.0,8000.0,0.0,0.0
BKG_002868,G_00739,2024-06-28,2024-07-11,2024-07-17,RT_OCN,RC_NONREF,CH_BKG,Leisure,POL_NONREF,Checked-In,22500.0,1,1,0,,,22500.0,22500.0,3375.0,19125.0,0.0,1.0
BKG_002869,G_02049,2024-06-28,2024-07-23,2024-07-24,RT_SUI,RC_RACK,CH_DIR,Leisure,POL_48H,Checked-In,7500.0,1,2,2,,,7500.0,7500.0,0.0,7500.0,0.0,1.0
BKG_002870,G_03312,2024-06-28,2024-08-12,2024-08-20,RT_SUI,RC_NONREF,CH_BKG,Leisure,POL_NONREF,Checked-In,45000.0,1,2,0,,,45000.0,45000.0,6750.0,38250.0,0.0,1.0
BKG_002871,G_05246,2024-06-28,2024-08-17,2024-08-18,RT_STD,RC_RACK,CH_BKG,Leisure,POL_NONREF,Checked-In,2500.0,1,1,1,,,2500.0,2500.0,375.0,2125.0,0.0,1.0
BKG_002872,G_05791,2024-06-28,2024-08-22,2024-08-26,RT_STD,RC_RACK,CH_EXP,Leisure,POL_48H,Checked-In,10000.0,1,2,0,,,10000.0,10000.0,1800.0,8200.0,0.0,0.0
BKG_002873,G_01527,2024-06-28,2024-08-28,2024-09-03,RT_DLX,RC_PROMO,CH_DIR,Leisure,POL_FLEX,Checked-In,19380.0,1,1,2,,,19380.0,19380.0,0.0,19380.0,0.0,0.0
